,Placement,Team,Score,TitleEligibile,Year,Event,Date,Division
1,2,Rick Rauwerda & RiffRaff,195.4,XQ-MLP Expert,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Men's)
2,3,Andrew McVittie & Trouble,114.3,XQ-MLP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Men's)
3,4,Rick Rauwerda & Rugby,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Men's)
0,1,Jenelle Miller & Swing,208.3,XQ-WLP Elite,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Women's)
1,2*,Lori Siddons & Mercy,158.6,XQ-WLP Expert,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Women's)
2,3,Louise Andrews & Blink,92.3,XQ-WLP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Women's)
3,4,Louise Andrews & Sheba,91.6,XQ-WLP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Women's)
4,5,Kim Young & Keji,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Women's)
5,6,Kim Young & Tuque,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,Light Plastic (Women's)
0,1*,Gordon Cheung & Cindy Lou Who,75.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,MicroDog (Men's)
0,1*,Jenelle Miller & Habit,214.5,XQ-WM Elite,2015,"Cookstown, Ontario, Canada",8/15/2015,MicroDog (Women's)
1,2,Kim Young & Tuque,139.8,XQ-WM Elite,2015,"Cookstown, Ontario, Canada",8/15/2015,MicroDog (Women's)
2,3,Kim Young & Keji,97.4,XQ-WM Elite,2015,"Cookstown, Ontario, Canada",8/15/2015,MicroDog (Women's)
3,4,Jenelle Miller & Bongo,78.5,XQ-WM Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,MicroDog (Women's)
4,5,Louise Andrews & Blink,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,MicroDog (Women's)
0,1*,Rick Rauwerda & Rugby,200.3,XQ-MUP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Men's)
1,2,Rick Rauwerda & RiffRaff,190.7,XQ-MUP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Men's)
2,3,Daniel Belanger & Jax,180.9,XQ-MUP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Men's)
3,4,Andrew McVittie & Trouble,174.9,XQ-MUP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Men's)
4,5,Gordon Cheung & Karma,0.0,,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Men's)
5,6,Mike Thiele & Dexter,86.7,,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Men's)
0,1,Jenelle Miller & Karu,194.2,XQ-WUP Elite,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Women's)
1,2*,Lori Siddons & Mercy,145.7,XQ-WUP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Women's)
2,3,Kim Young & Keji,132.4,XQ-WUP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Women's)
3,4,Kim Young & Tuque,130.2,XQ-WUP Advanced,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Women's)
4,5,Carol Lawrence & Thorpe,116.0,XQ-WUP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Women's)
5,6,Louise Andrews & Blink,105.3,XQ-WUP Basic,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Women's)
6,7,Louise Andrews & Sheba,101.3,,2015,"Cookstown, Ontario, Canada",8/15/2015,Unlimited Plastic (Women's)
0,1,Jason Rigler & Kai,223.5,XQ-MCP Expert,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
1,2*,Andrew Wagner & Sapphire,213.7,XQ-MCP Expert,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
2,3,David Gosch & Hippie Chick,203.3,XQ-MCP Advanced,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
3,4,Rob Homack & Ella,192.6,XQ-MCP Advanced,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
4,5,Jason Rigler & Cooper,185.8,XQ-MCP Advanced,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
5,6,George Van Dyke & Dash,177.7,XQ-MCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
6,7,Frank Montgomery & Chicklet,176.0,XQ-MCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
7,8,Frank Montgomery & Gracie Lou,166.8,XQ-MCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
8,9,Frank Montgomery & Bentley,154.4,XQ-MCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
9,10,Rob Homack & Sydney,150.3,XQ-MCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
10,11,Todd Queen & Tanner,126.1,XQ-MCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
11,12,Frank Montgomery & Blitz,0.0,,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
12,12,Andrew Wagner & Jewel,0.0,,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
13,12,Frank Montgomery & Roll-O,0.0,,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
14,12,Frank Montgomery & Bil Boy Blu,0.0,,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
15,12,David Gosch & RA-Kin,0.0,,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
16,12,Todd Queen & Max,0.0,,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Men's)
0,1,Tina Diehl & Cooper,147.9,XQ-WCP Advanced,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Women's)
1,2*,Susan Markham & Ripper,132.1,XQ-WCP Advanced,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Women's)
2,3,Criss Brown & Kora,120.8,XQ-WCP Advanced,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Women's)
3,4,Melanie Griggs & Roll-O,118.3,XQ-WCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Women's)
4,5,Melanie Griggs & RA-Kin,110.8,XQ-WCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Women's)
5,6,Criss Brown & Blitz,102.6,XQ-WCP Basic,2015,"Millersville, Maryland",8/8/2015,Classic Plastic (Women's)
0,1*,Jason Rigler & Cooper,252.6,XQ-MLP Elite,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
1,2,Rob Homack & Ella,198.2,XQ-MLP Expert,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
2,3,Garry Diehl & Jax,167.3,XQ-MLP Advanced,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
3,4,Rob Homack & Sydney,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
4,4,Andrew Wagner & Jewel,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
5,4,David Gosch & Hippie Chick,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
6,4,Jason Rigler & Kai,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
7,4,Frank Montgomery & Roll-O,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
8,4,Garry Diehl & Blitz,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
9,4,George Van Dyke & Dash,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
10,4,David Gosch & RA-Kin,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
11,4,Andrew Wagner & Sapphire,0.0,,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Men's)
0,1*,Susan Markham & Ripper,167.3,XQ-WLP Expert,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Women's)
1,2,Criss Brown & Kora,156.0,XQ-WLP Expert,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Women's)
2,3,Criss Brown & Blitz,122.3,XQ-WLP Expert,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Women's)
3,4,Melanie Griggs & RA-Kin,121.1,XQ-WLP Expert,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Women's)
4,5,Tina Diehl & Cooper,117.8,XQ-WLP Advanced,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Women's)
5,6,Melanie Griggs & Roll-O,99.1,XQ-WLP Advanced,2015,"Millersville, Maryland",8/8/2015,Light Plastic (Women's)
0,1*,Frank Montgomery & Chicklet,201.8,XQ-MM Elite,2015,"Millersville, Maryland",8/8/2015,MicroDog (Men's)
1,2,Frank Montgomery & Glenna,192.7,XQ-MM Elite,2015,"Millersville, Maryland",8/8/2015,MicroDog (Men's)
2,3,Frank Montgomery & Gracie Lou,0.0,,2015,"Millersville, Maryland",8/8/2015,MicroDog (Men's)
3,3,Frank Montgomery & Bil Boy Blu,0.0,,2015,"Millersville, Maryland",8/8/2015,MicroDog (Men's)
0,1*,Melanie Griggs & Glenna,117.1,XQ-WM Elite,2015,"Millersville, Maryland",8/8/2015,MicroDog (Women's)
1,2,Criss Brown & Bil Boy Blu,96.8,XQ-WM Elite,2015,"Millersville, Maryland",8/8/2015,MicroDog (Women's)
2,3,Tina Diehl & Lexi,0.0,,2015,"Millersville, Maryland",8/8/2015,MicroDog (Women's)
3,3,Criss Brown & Bentley,0.0,,2015,"Millersville, Maryland",8/8/2015,MicroDog (Women's)
0,1,David Gosch & Hippie Chick,213.4,XQ-MUP Expert,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
1,2*,Jason Rigler & Kai,202.4,XQ-MUP Advanced,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
2,3,George Van Dyke & Dash,185.3,XQ-MUP Advanced,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
3,4,Frank Montgomery & Chicklet,183.5,XQ-MUP Advanced,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
4,5,Rob Homack & Ella,180.7,XQ-MUP Advanced,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
5,6,Garry Diehl & Jax,148.4,XQ-MUP Basic,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
6,7,Todd Queen & Max,129.9,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
7,8,Andrew Wagner & Jewel,128.9,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
8,9,Dennis LaPoma & Piper,0.0,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
9,9,Todd Queen & Tanner,0.0,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
10,9,Rob Homack & Sydney,0.0,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
11,9,Jason Rigler & Cooper,0.0,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
12,9,Garry Diehl & Blitz,0.0,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
13,9,David Gosch & RA-Kin,0.0,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
14,9,Andrew Wagner & Sapphire,0.0,,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Men's)
0,1*,Tina Diehl & Cooper,157.2,XQ-WUP Expert,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Women's)
1,2,Criss Brown & Kora,140.3,XQ-WUP Advanced,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Women's)
2,3,Susan Markham & Ripper,135.3,XQ-WUP Advanced,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Women's)
3,4,Melanie Griggs & RA-Kin,130.0,XQ-WUP Advanced,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Women's)
4,5,Criss Brown & Blitz,129.0,XQ-WUP Advanced,2015,"Millersville, Maryland",8/8/2015,Unlimited Plastic (Women's)
0,1*,Ritchie Mohr & Crash,207.0,XQ-MCP Advanced,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Men's)
1,2,Rick Nielsen & Jolene,155.0,XQ-MCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Men's)
2,3,Rick Nielsen & Ripp,149.8,XQ-MCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Men's)
3,4,Rick Nielsen & Jessie,133.0,XQ-MCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Men's)
4,5,Sam Gentsch & Riot,132.8,XQ-MCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Men's)
0,1*,Stacey Muir & Thunder,141.8,XQ-WCP Advanced,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
1,2,Stacey Muir & Teo,141.5,XQ-WCP Advanced,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
2,3,Bri Benton & Dallas,136.0,XQ-WCP Advanced,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
3,4,Bri Benton & Joker,135.8,XQ-WCP Advanced,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
4,5,Bri Benton & Tex,132.0,XQ-WCP Advanced,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
5,6,Stacey Muir & Jenga,119.5,XQ-WCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
6,7,Bri Benton & Truly,119.0,XQ-WCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
7,8,Rachael Mohr & Mojo,108.8,XQ-WCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
8,9,Becca Hancock & Crash,107.3,XQ-WCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
9,10,Rachael Mohr & Charlie,91.6,XQ-WCP Basic,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
10,11,Anita Tate & Katniss,87.4,,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
11,12,Anita Tate & Flirt,81.5,,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
12,13,Christine Crews & Joker,61.0,,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
13,14,Christine Crews & Maezie,57.5,,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
14,15,Becca Hancock & Eclipse,35.9,,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
15,16,Bri Benton & Ransome,0.0,,2015,"Hilliard, Florida",7/31/2015,Classic Plastic (Women's)
0,1*,Mark Muir & Sage,178.0,XQ-MLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
1,2,Mark Muir & Siri,177.7,XQ-MLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
2,3,Mark Muir & Thunder,177.1,XQ-MLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
3,4,Dean Werts & Kixx,162.6,XQ-MLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
4,5,Mark Muir & Limit,157.5,XQ-MLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
5,6,Rick Nielsen & Jolene,144.5,XQ-MLP Basic,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
6,7,Rick Nielsen & Jessie,142.7,XQ-MLP Basic,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
7,8,Rick Nielsen & Ripp,120.4,XQ-MLP Basic,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
8,9,Lee Benton & Nova,96.6,,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
9,10,Mike Dillonm & Molly,0.0,,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
10,11,Ritchie Mohr & Sage,0.0,,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
11,12,Sam Gentsch & Riot,0.0,,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Men's)
0,1*,Bri Benton & Ransom,145.3,XQ-WLP Expert,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
1,2,Stacey Muir & Teo,142.4,XQ-WLP Expert,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
2,3,Stacey Muir & Siri,140.7,XQ-WLP Expert,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
3,4,Becca Hancock & Crash,130.0,XQ-WLP Expert,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
4,5,Rachael Mohr & Charli,126.6,XQ-WLP Expert,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
5,6,Bri Benton & Tex,119.1,XQ-WLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
6,7,Bri Benton & Truly,118.9,XQ-WLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
7,8,Bri Benton & Dallas,110.0,XQ-WLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
8,9,Anita Tate & Flirt,98.4,XQ-WLP Advanced,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
9,10,Christine Crews & Maezie,37.8,,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
10,11,Christine Crews & Joker,0.0,,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
11,12,Becca Hancock & Eclipse,0.0,,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
12,13,Bri Benton & Joker,0.0,,2015,"Hilliard, Florida",7/31/2015,Light Plastic (Women's)
0,1*,Dean Werts & Kixx,74.4,,2015,"Hilliard, Florida",7/31/2015,MicroDog (Men's)
1,2,Mark Muir & Hope,64.0,,2015,"Hilliard, Florida",7/31/2015,MicroDog (Men's)
2,3,Lee Benton & Ransome,0.0,,2015,"Hilliard, Florida",7/31/2015,MicroDog (Men's)
0,1*,Stacey Muir & Hope,131.2,XQ-WM Elite,2015,"Hilliard, Florida",7/31/2015,MicroDog (Women's)
1,2,Bri Benton & Ransom,119.8,XQ-WM Elite,2015,"Hilliard, Florida",7/31/2015,MicroDog (Women's)
2,3,Becca Hancock & Ransom,112.6,XQ-WM Elite,2015,"Hilliard, Florida",7/31/2015,MicroDog (Women's)
3,4,Bri Benton & Cash,0.0,,2015,"Hilliard, Florida",7/31/2015,MicroDog (Women's)
4,5,Bri Benton & Eclipse,0.0,,2015,"Hilliard, Florida",7/31/2015,MicroDog (Women's)
5,6,Christine Crews & Maezie,0.0,,2015,"Hilliard, Florida",7/31/2015,MicroDog (Women's)
0,1*,Dean Werts & Jenga,237.1,XQ-MUP Expert,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Men's)
1,2,Mike Dillon & KT,201.1,XQ-MUP Advanced,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Men's)
2,3,Dean Werts & Limit,192.3,XQ-MUP Advanced,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Men's)
3,4,Ritchie Mohr & Sage,183.0,XQ-MUP Advanced,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Men's)
4,5,Rick Nielsen & Ripp,156.4,XQ-MUP Basic,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Men's)
5,6,Rick Nielsen & Jessie,150.1,XQ-MUP Basic,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Men's)
6,7,Ritchie Mohr & Charli,0.0,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Men's)
7,8,Sam Gentsch & Riot,0.0,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Men's)
0,1,Stacey Muir & Jenga,166.2,XQ-WUP Expert,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
1,2*,Bri Benton & Dallas,147.6,XQ-WUP Advanced,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
2,3,Stacey Muir & Player,142.4,XQ-WUP Advanced,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
3,4,Bri Benton & Ransome,134.8,XQ-WUP Advanced,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
4,5,Becca Hancock & Crash,128.5,XQ-WUP Advanced,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
5,6,Bri Benton & Joker,125.6,XQ-WUP Advanced,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
6,7,Anita Tate & Flirt,101.2,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
7,8,Anita Tate & Katniss,75.1,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
8,9,Bri Benton & Cash,0.0,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
9,10,Christine Crews & Joker,0.0,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
10,11,Bri Benton & Truly,0.0,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
11,12,Christine Crews & Maezie,0.0,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
12,13,Stacey Muir & Teo,0.0,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
13,14,Bri Benton & Tex,0.0,,2015,"Hilliard, Florida",7/31/2015,Unlimited Plastic (Women's)
0,1*,Gary Duke & Peat,242.0,XQ-MCP Expert,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
1,2,Michael Childress & Bonnie,183.3,XQ-MCP Advanced,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
2,3,Rick Nielsen & Ripp,158.5,XQ-MCP Basic,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
3,4,Rick Nielsen & Jessie,152.2,XQ-MCP Basic,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
4,5,Steve Mize & Rayne,143.4,XQ-MCP Basic,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
5,6,tyler Plunkett & Scoober,124.1,XQ-MCP Basic,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
6,7,Gary Duke & Smitten,0.0,,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
7,8,Dean Werts & Jenga,0.0,,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
8,9,Dean Werts & Limit,0.0,,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Men's)
0,1*,Becca Hancock & Sage,127.4,XQ-WCP Advanced,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
1,2,Christie Mills & Rayne,117.8,XQ-WCP Basic,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
2,3,Christie Mills & Willow,96.1,XQ-WCP Basic,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
3,4,Anita Tate & Flirt,93.9,XQ-WCP Basic,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
4,5,Anita Tate & Katniss,79.7,,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
5,6,Stacey Muir & Irish,76.4,,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
6,7,Christie Mills & Meeka,73.8,,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
7,9,Stacey Muir & Gipper,0.0,,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
8,9,Becca Hancock & Crash,0.0,,2015,"Jefferson, Georgia",7/18/2015,Classic Plastic (Women's)
0,1*,Dean Werts & Jenga,258.3,XQ-MLP Elite,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
1,2,Mark Muir & Siri,225.1,XQ-MLP Elite,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
2,3,Gary Duke & Peat,195.5,XQ-MLP Expert,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
3,4,Dean Werts & Player,194.5,XQ-MLP Expert,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
4,5,Mark Muir & Limit,194.0,XQ-MLP Expert,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
5,6,Michael Childress & Bonnie,155.8,XQ-MLP Advanced,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
6,7,Steve Mize & Rayne,135.9,XQ-MLP Basic,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
7,8,Rick Nielsen & Ripp,129.0,XQ-MLP Basic,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
8,9,Gary Duke & Smitten,0.0,,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
9,9,tyler Plunkett & Scoober,0.0,,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
10,9,Dean Werts & Tease,0.0,,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
11,9,Mark Muir & Thunder,0.0,,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Men's)
0,1*,Stacey Muir & Thunder,139.0,XQ-WLP Expert,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Women's)
1,2,Becca Hancock & Eclipse,137.3,XQ-WLP Expert,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Women's)
2,3,Becca Hancock & Sage,133.4,XQ-WLP Expert,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Women's)
3,4,Stacey Muir & Teo,125.5,XQ-WLP Expert,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Women's)
4,5,Christie Mills & Willow,93.0,XQ-WLP Advanced,2015,"Jefferson, Georgia",7/18/2015,Light Plastic (Women's)
